§1\n\n_\nEs wäre kein ewiger Weg.\nKönnten wir nennen den Namen,\nEs wäre kein ewiger Name.\n	Könnten wir weisen den *Weg*,
§116\n\nDes Lebens Begleiter sind dreizehn.\nDes Todes Begleiter sind dreizehn.\nDie tödlichen Stellen in des Menschen Lebensregung\nSind ebenfalls dreizehn.\nUnd was der Grund?\nEr lebt sein Leben zu völlig.\nDenn ich habe gehört:\nWer es versteht, sein Leben zusammenzuhalten,\n_\nDer tritt in die Schlacht und trägt nicht Panzer noch Waffen:\nDas Nashorn findet nicht, worein das Horn zu stoßen;\nDer Tiger findet nicht, worein die Klaue zu schlagen;\nDie Waffe findet nicht, worein die Klinge zu bohren.\nUnd was der Grund?\nEr ist ohne tödlich Stellen.\n	Der wandelt über Land und trifft nicht Nashorn noch Tiger;
§116\n\nDes Lebens Begleiter sind dreizehn.\nDes Todes Begleiter sind dreizehn.\nDie tödlichen Stellen in des Menschen Lebensregung\nSind ebenfalls dreizehn.\nUnd was der Grund?\nEr lebt sein Leben zu völlig.\nDenn ich habe gehört:\nWer es versteht, sein Leben zusammenzuhalten,\nDer wandelt über Land und trifft nicht Nashorn noch Tiger;\n_\nDas Nashorn findet nicht, worein das Horn zu stoßen;\nDer Tiger findet nicht, worein die Klaue zu schlagen;\nDie Waffe findet nicht, worein die Klinge zu bohren.\nUnd was der Grund?\nEr ist ohne tödlich Stellen.\n	Der tritt in die Schlacht und trägt nicht Panzer noch Waffen:
§116\n\nDes Lebens Begleiter sind dreizehn.\nDes Todes Begleiter sind dreizehn.\nDie tödlichen Stellen in des Menschen Lebensregung\nSind ebenfalls dreizehn.\nUnd was der Grund?\nEr lebt sein Leben zu völlig.\nDenn ich habe gehört:\nWer es versteht, sein Leben zusammenzuhalten,\nDer wandelt über Land und trifft nicht Nashorn noch Tiger;\nDer tritt in die Schlacht und trägt nicht Panzer noch Waffen:\n_\nDer Tiger findet nicht, worein die Klaue zu schlagen;\nDie Waffe findet nicht, worein die Klinge zu bohren.\nUnd was der Grund?\nEr ist ohne tödlich Stellen.\n	Das Nashorn findet nicht, worein das Horn zu stoßen;
§116\n\nDes Lebens Begleiter sind dreizehn.\nDes Todes Begleiter sind dreizehn.\nDie tödlichen Stellen in des Menschen Lebensregung\nSind ebenfalls dreizehn.\nUnd was der Grund?\nEr lebt sein Leben zu völlig.\nDenn ich habe gehört:\nWer es versteht, sein Leben zusammenzuhalten,\nDer wandelt über Land und trifft nicht Nashorn noch Tiger;\nDer tritt in die Schlacht und trägt nicht Panzer noch Waffen:\nDas Nashorn findet nicht, worein das Horn zu stoßen;\n_\nDie Waffe findet nicht, worein die Klinge zu bohren.\nUnd was der Grund?\nEr ist ohne tödlich Stellen.\n	Der Tiger findet nicht, worein die Klaue zu schlagen;
§116\n\nDes Lebens Begleiter sind dreizehn.\nDes Todes Begleiter sind dreizehn.\nDie tödlichen Stellen in des Menschen Lebensregung\nSind ebenfalls dreizehn.\nUnd was der Grund?\nEr lebt sein Leben zu völlig.\nDenn ich habe gehört:\nWer es versteht, sein Leben zusammenzuhalten,\nDer wandelt über Land und trifft nicht Nashorn noch Tiger;\nDer tritt in die Schlacht und trägt nicht Panzer noch Waffen:\nDas Nashorn findet nicht, worein das Horn zu stoßen;\nDer Tiger findet nicht, worein die Klaue zu schlagen;\n_\nUnd was der Grund?\nEr ist ohne tödlich Stellen.\n	Die Waffe findet nicht, worein die Klinge zu bohren.
§116\n\nDes Lebens Begleiter sind dreizehn.\nDes Todes Begleiter sind dreizehn.\nDie tödlichen Stellen in des Menschen Lebensregung\nSind ebenfalls dreizehn.\nUnd was der Grund?\nEr lebt sein Leben zu völlig.\nDenn ich habe gehört:\nWer es versteht, sein Leben zusammenzuhalten,\nDer wandelt über Land und trifft nicht Nashorn noch Tiger;\nDer tritt in die Schlacht und trägt nicht Panzer noch Waffen:\nDas Nashorn findet nicht, worein das Horn zu stoßen;\nDer Tiger findet nicht, worein die Klaue zu schlagen;\nDie Waffe findet nicht, worein die Klinge zu bohren.\n_\nEr ist ohne tödlich Stellen.\n	Und was der Grund?
§116\n\nDes Lebens Begleiter sind dreizehn.\nDes Todes Begleiter sind dreizehn.\nDie tödlichen Stellen in des Menschen Lebensregung\nSind ebenfalls dreizehn.\nUnd was der Grund?\nEr lebt sein Leben zu völlig.\nDenn ich habe gehört:\nWer es versteht, sein Leben zusammenzuhalten,\nDer wandelt über Land und trifft nicht Nashorn noch Tiger;\nDer tritt in die Schlacht und trägt nicht Panzer noch Waffen:\nDas Nashorn findet nicht, worein das Horn zu stoßen;\nDer Tiger findet nicht, worein die Klaue zu schlagen;\nDie Waffe findet nicht, worein die Klinge zu bohren.\nUnd was der Grund?\n_\n	Er ist ohne tödlich Stellen.
§117\n\n_\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Der *Weg* erzeugt;
§117\n\nDer *Weg* erzeugt;\n_\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Die Tugend hegt;
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\n_\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Die Wesen formen;
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\n_\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Die Macht vollendet.
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\n_\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Darum ist unter den zehntausend Wesen keines,
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\n_\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Das nicht den *Weg* achtet und die Tugend ehrt.
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\n_\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Den *Weg* zu achten, die Tugend zu ehren,
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\n_\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Wohl! keiner hat es befohlen;
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\n_\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Ewig geschieht es von selbst.
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\n_\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Wahrlich:
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\n_\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Der *Weg erzeugt sie;
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\n_\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Die Tugend hegt sie,
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\n_\nVermehrt sie,\nstützt sie,\nNährt sie, beschützt sie.\n	Leitet und pflegt sie,
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\n_\nstützt sie,\nNährt sie, beschützt sie.\n	Vermehrt sie,
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\n_\nNährt sie, beschützt sie.\n	stützt sie,
§117\n\nDer *Weg* erzeugt;\nDie Tugend hegt;\nDie Wesen formen;\nDie Macht vollendet.\nDarum ist unter den zehntausend Wesen keines,\nDas nicht den *Weg* achtet und die Tugend ehrt.\nDen *Weg* zu achten, die Tugend zu ehren,\nWohl! keiner hat es befohlen;\nEwig geschieht es von selbst.\nWahrlich:\nDer *Weg erzeugt sie;\nDie Tugend hegt sie,\nLeitet und pflegt sie,\nVermehrt sie,\nstützt sie,\n_\n	Nährt sie, beschützt sie.
§118\n\n_\nTun, doch nicht drauf baun;\nLeiten, doch nicht beherrschen–\nDie nennt man Mystische Tugend.\n	Erzeugen, doch nicht besitzen;
§118\n\nErzeugen, doch nicht besitzen;\n_\nLeiten, doch nicht beherrschen–\nDie nennt man Mystische Tugend.\n	Tun, doch nicht drauf baun;
§118\n\nErzeugen, doch nicht besitzen;\nTun, doch nicht drauf baun;\n_\nDie nennt man Mystische Tugend.\n	Leiten, doch nicht beherrschen–
§118\n\nErzeugen, doch nicht besitzen;\nTun, doch nicht drauf baun;\nLeiten, doch nicht beherrschen–\n_\n	Die nennt man Mystische Tugend.
§119\n\n_\nEr sei des Erdreichs Mutter genannt.\nWer einmal seine Mutter fand,\nHat sich als ihren Sohn erkannt.\nWer einmal sich als Sohn erkannt,\nWird treuer noch die Mutter wahren.\nSinkt hin sein Leib, ist er ohne Gefahren.\n	Das Erdreich hat einen Anbeginn:
§119\n\nDas Erdreich hat einen Anbeginn:\n_\nWer einmal seine Mutter fand,\nHat sich als ihren Sohn erkannt.\nWer einmal sich als Sohn erkannt,\nWird treuer noch die Mutter wahren.\nSinkt hin sein Leib, ist er ohne Gefahren.\n	Er sei des Erdreichs Mutter genannt.
§119\n\nDas Erdreich hat einen Anbeginn:\nEr sei des Erdreichs Mutter genannt.\n_\nHat sich als ihren Sohn erkannt.\nWer einmal sich als Sohn erkannt,\nWird treuer noch die Mutter wahren.\nSinkt hin sein Leib, ist er ohne Gefahren.\n	Wer einmal seine Mutter fand,
§119\n\nDas Erdreich hat einen Anbeginn:\nEr sei des Erdreichs Mutter genannt.\nWer einmal seine Mutter fand,\n_\nWer einmal sich als Sohn erkannt,\nWird treuer noch die Mutter wahren.\nSinkt hin sein Leib, ist er ohne Gefahren.\n	Hat sich als ihren Sohn erkannt.
§119\n\nDas Erdreich hat einen Anbeginn:\nEr sei des Erdreichs Mutter genannt.\nWer einmal seine Mutter fand,\nHat sich als ihren Sohn erkannt.\n_\nWird treuer noch die Mutter wahren.\nSinkt hin sein Leib, ist er ohne Gefahren.\n	Wer einmal sich als Sohn erkannt,
§119\n\nDas Erdreich hat einen Anbeginn:\nEr sei des Erdreichs Mutter genannt.\nWer einmal seine Mutter fand,\nHat sich als ihren Sohn erkannt.\nWer einmal sich als Sohn erkannt,\n_\nSinkt hin sein Leib, ist er ohne Gefahren.\n	Wird treuer noch die Mutter wahren.
§119\n\nDas Erdreich hat einen Anbeginn:\nEr sei des Erdreichs Mutter genannt.\nWer einmal seine Mutter fand,\nHat sich als ihren Sohn erkannt.\nWer einmal sich als Sohn erkannt,\nWird treuer noch die Mutter wahren.\n_\n	Sinkt hin sein Leib, ist er ohne Gefahren.
§120\n\n_\nUnd seine Pforten schließt,\nDes Leib ist ohne Mühsal bis zum Ende.\nWer seinen Zugang öffnet\nUnd fördert seine Werke,\nDes Leib ist ohne Rettung bis zum Ende.\n	Wer seinen Zugang sperrt
§120\n\nWer seinen Zugang sperrt\n_\nDes Leib ist ohne Mühsal bis zum Ende.\nWer seinen Zugang öffnet\nUnd fördert seine Werke,\nDes Leib ist ohne Rettung bis zum Ende.\n	Und seine Pforten schließt,
§120\n\nWer seinen Zugang sperrt\nUnd seine Pforten schließt,\n_\nWer seinen Zugang öffnet\nUnd fördert seine Werke,\nDes Leib ist ohne Rettung bis zum Ende.\n	Des Leib ist ohne Mühsal bis zum Ende.
§120\n\nWer seinen Zugang sperrt\nUnd seine Pforten schließt,\nDes Leib ist ohne Mühsal bis zum Ende.\n_\nUnd fördert seine Werke,\nDes Leib ist ohne Rettung bis zum Ende.\n	Wer seinen Zugang öffnet
§120\n\nWer seinen Zugang sperrt\nUnd seine Pforten schließt,\nDes Leib ist ohne Mühsal bis zum Ende.\nWer seinen Zugang öffnet\n_\nDes Leib ist ohne Rettung bis zum Ende.\n	Und fördert seine Werke,
§120\n\nWer seinen Zugang sperrt\nUnd seine Pforten schließt,\nDes Leib ist ohne Mühsal bis zum Ende.\nWer seinen Zugang öffnet\nUnd fördert seine Werke,\n_\n	Des Leib ist ohne Rettung bis zum Ende.
§121\n\n_\nErleuchtung.\nWeichheit wahren heißt: Stärke.\nWer seinen Glanz gebraucht,\nUm zur Erleuchtung heimzufinden,\nDer büßt nichts ein, trifft Unheil seinen Leib.\nDies nennt man: Sich dem Ewigen verbinden.\n	Kleinstes sehen heißt:
§121\n\nKleinstes sehen heißt:\n_\nWeichheit wahren heißt: Stärke.\nWer seinen Glanz gebraucht,\nUm zur Erleuchtung heimzufinden,\nDer büßt nichts ein, trifft Unheil seinen Leib.\nDies nennt man: Sich dem Ewigen verbinden.\n	Erleuchtung.
§121\n\nKleinstes sehen heißt:\nErleuchtung.\n_\nWer seinen Glanz gebraucht,\nUm zur Erleuchtung heimzufinden,\nDer büßt nichts ein, trifft Unheil seinen Leib.\nDies nennt man: Sich dem Ewigen verbinden.\n	Weichheit wahren heißt: Stärke.
§121\n\nKleinstes sehen heißt:\nErleuchtung.\nWeichheit wahren heißt: Stärke.\n_\nUm zur Erleuchtung heimzufinden,\nDer büßt nichts ein, trifft Unheil seinen Leib.\nDies nennt man: Sich dem Ewigen verbinden.\n	Wer seinen Glanz gebraucht,
§121\n\nKleinstes sehen heißt:\nErleuchtung.\nWeichheit wahren heißt: Stärke.\nWer seinen Glanz gebraucht,\n_\nDer büßt nichts ein, trifft Unheil seinen Leib.\nDies nennt man: Sich dem Ewigen verbinden.\n	Um zur Erleuchtung heimzufinden,
§121\n\nKleinstes sehen heißt:\nErleuchtung.\nWeichheit wahren heißt: Stärke.\nWer seinen Glanz gebraucht,\nUm zur Erleuchtung heimzufinden,\n_\nDies nennt man: Sich dem Ewigen verbinden.\n	Der büßt nichts ein, trifft Unheil seinen Leib.
§121\n\nKleinstes sehen heißt:\nErleuchtung.\nWeichheit wahren heißt: Stärke.\nWer seinen Glanz gebraucht,\nUm zur Erleuchtung heimzufinden,\nDer büßt nichts ein, trifft Unheil seinen Leib.\n_\n	Dies nennt man: Sich dem Ewigen verbinden.
§122\n\n_\nUnd wandelte den Großen *Weg*:\nIch würde nichts fürchten, als abzuweichen.\nDenn der Große *Weg* ist völlig plan;\nNur, das Volk liebt die Saumpfade.\n	Gesetzt, Ich hätte wenig Wissen nur
§122\n\nGesetzt, Ich hätte wenig Wissen nur\n_\nIch würde nichts fürchten, als abzuweichen.\nDenn der Große *Weg* ist völlig plan;\nNur, das Volk liebt die Saumpfade.\n	Und wandelte den Großen *Weg*:
§122\n\nGesetzt, Ich hätte wenig Wissen nur\nUnd wandelte den Großen *Weg*:\n_\nDenn der Große *Weg* ist völlig plan;\nNur, das Volk liebt die Saumpfade.\n	Ich würde nichts fürchten, als abzuweichen.
§122\n\nGesetzt, Ich hätte wenig Wissen nur\nUnd wandelte den Großen *Weg*:\nIch würde nichts fürchten, als abzuweichen.\n_\nNur, das Volk liebt die Saumpfade.\n	Denn der Große *Weg* ist völlig plan;
§122\n\nGesetzt, Ich hätte wenig Wissen nur\nUnd wandelte den Großen *Weg*:\nIch würde nichts fürchten, als abzuweichen.\nDenn der Große *Weg* ist völlig plan;\n_\n	Nur, das Volk liebt die Saumpfade.
§123\n\n_\nDoch die Felder voll von Kraut;\nSind die Scheunen völlig leer,\nDoch die Kleider farbig-fein,\nGürtet man ein scharfes Schwert,\nIst man satt der Schwelgerein;\nHat man Überfluß an Geld und Gut –\nNenn ich das: Banditen-Übermut.\nSolches kann der *Weg* nicht sein!\n	Ist der Palast voll Prunk gebaut,
§123\n\nIst der Palast voll Prunk gebaut,\n_\nSind die Scheunen völlig leer,\nDoch die Kleider farbig-fein,\nGürtet man ein scharfes Schwert,\nIst man satt der Schwelgerein;\nHat man Überfluß an Geld und Gut –\nNenn ich das: Banditen-Übermut.\nSolches kann der *Weg* nicht sein!\n	Doch die Felder voll von Kraut;
§123\n\nIst der Palast voll Prunk gebaut,\nDoch die Felder voll von Kraut;\n_\nDoch die Kleider farbig-fein,\nGürtet man ein scharfes Schwert,\nIst man satt der Schwelgerein;\nHat man Überfluß an Geld und Gut –\nNenn ich das: Banditen-Übermut.\nSolches kann der *Weg* nicht sein!\n	Sind die Scheunen völlig leer,
§123\n\nIst der Palast voll Prunk gebaut,\nDoch die Felder voll von Kraut;\nSind die Scheunen völlig leer,\n_\nGürtet man ein scharfes Schwert,\nIst man satt der Schwelgerein;\nHat man Überfluß an Geld und Gut –\nNenn ich das: Banditen-Übermut.\nSolches kann der *Weg* nicht sein!\n	Doch die Kleider farbig-fein,
§123\n\nIst der Palast voll Prunk gebaut,\nDoch die Felder voll von Kraut;\nSind die Scheunen völlig leer,\nDoch die Kleider farbig-fein,\n_\nIst man satt der Schwelgerein;\nHat man Überfluß an Geld und Gut –\nNenn ich das: Banditen-Übermut.\nSolches kann der *Weg* nicht sein!\n	Gürtet man ein scharfes Schwert,
§123\n\nIst der Palast voll Prunk gebaut,\nDoch die Felder voll von Kraut;\nSind die Scheunen völlig leer,\nDoch die Kleider farbig-fein,\nGürtet man ein scharfes Schwert,\n_\nHat man Überfluß an Geld und Gut –\nNenn ich das: Banditen-Übermut.\nSolches kann der *Weg* nicht sein!\n	Ist man satt der Schwelgerein;
§123\n\nIst der Palast voll Prunk gebaut,\nDoch die Felder voll von Kraut;\nSind die Scheunen völlig leer,\nDoch die Kleider farbig-fein,\nGürtet man ein scharfes Schwert,\nIst man satt der Schwelgerein;\n_\nNenn ich das: Banditen-Übermut.\nSolches kann der *Weg* nicht sein!\n	Hat man Überfluß an Geld und Gut –
